20595, 1475
29461, 7292
13283, 7359
847, 23152
10005, 6946
30834, 9204
1536, 6475
18663, 23482
15432, 28776
527, 32590
8112, 11439
28093, 26443
14553, 1860
15030, 17603
9101, 18735
29603, 12370
30909, 905
26288, 141
26479, 20464
24078, 5766
24278, 30258
3212, 29502
11617, 23549
29840, 23124
1869, 7317
14000, 7925
6081, 8844
17712, 7706
2576, 21665
22689, 1239
3856, 4190
10850, 21290
3411, 4311
15700, 31737
19806, 6456
2138, 4832
21526, 12076
6958, 16103
19495, 25854
1873, 9732
6742, 14760
31428, 13375
27603, 11956
25869, 24708
21656, 9250
24814, 977
22800, 1913
19206, 18250
7252, 10257
12814, 31155
3611, 24728
27273, 4342
12091, 28728
18969, 21056
10546, 17876
8098, 1489
11355, 19944
3142, 26554
11058, 32239
8403, 22727
6924, 664
28550, 852
23869, 603
24935, 20862
23027, 15502
27184, 13752
8138, 13713
25652, 15355
5872, 1901
22555, 1556
21346, 27175
19358, 8166
4399, 17157
9444, 12799
3487, 1580
1685, 23671
19529, 473
4980, 27227
6999, 16437
5907, 8397
4619, 25864
3892, 21348
4096, 15100
7993, 13614
11021, 9675
29788, 7651
21102, 2245
25963, 3043
10266, 25307
23768, 8481
10127, 21666
581, 8993
3188, 15137
8801, 15379
15287, 15225
24737, 17828
15885, 7180
10122, 3364
24128, 27111
28356, 15035
28936, 647
14556, 10421
14121, 3700
1303, 22148
8883, 27939
12672, 1308
7730, 9228
11584, 27685
6661, 25747
18860, 78
22912, 8177
10332, 21983
25137, 7752
18034, 8144
20788, 27650
16251, 21176
29844, 32395
3398, 8957
27398, 10287
23081, 32646
21725, 9161
8440, 22386
12140, 10008
21759, 22051
24862, 7879
20782, 30907
3029, 31370
14993, 10743
21922, 21127
22073, 5220
24837, 27519
2837, 24050
5785, 25737
13584, 19393
18676, 17953
24756, 199
20262, 289
21273, 14108
21002, 12845
28742, 12423
3824, 31569
22371, 25354
27393, 26279
11007, 29886
10376, 10061
3838, 7967
31161, 10846
20714, 27727
28834, 19758
12112, 29387
16986, 27886
21224, 7883
32259, 11350
3404, 7078
28201, 3756
856, 22368
11351, 20705
9219, 593
15962, 20809
17864, 5387
18387, 10947
4575, 2336
17733, 25929
17605, 9728
915, 18405
13819, 9654
7733, 26576
23958, 24515
17346, 7367
579, 18199
26212, 23323
28521, 13561
5026, 4799
22981, 27138
23121, 6513
29192, 16369
11617, 30563
19683, 8744
19556, 30802
5897, 31429
26687, 23131
10680, 13123
20834, 12922
8986, 8749
31053, 24073
28974, 14784
10032, 25901
13093, 2251
31883, 23189
3088, 15702
32586, 12024
15607, 22166
15517, 4614
8490, 28594
24250, 24507
17771, 8904
7221, 4110
17116, 7821
22818, 31681
25849, 28541
10502, 31086
28655, 31314
21720, 22333
12060, 6790
8148, 16108
20624, 28944
28308, 1424
25709, 24382
6285, 6355
113, 11923
32176, 29775
6777, 21303
306, 14686
2533, 26690
8817, 25001
23538, 6639
19431, 21279
20622, 20780
21092, 29504
15454, 29373
32503, 19363
3979, 19062
12700, 22154
7777, 19500
3050, 21314
24519, 11336
19411, 10637
9704, 30676
17939, 14527
12522, 10532
21273, 24643
2678, 29591
25097, 30292
24285, 16686
25114, 19359
2800, 22407
14452, 4506
16527, 14993
22000, 12737
6054, 21709
14563, 24658
26745, 5717
25244, 19219
7394, 22176
32268, 2561
6321, 13624
14324, 17122
21476, 20394
18347, 27602
30565, 14963
937, 4210
21966, 26268
21283, 29358
13910, 8410
778, 23724
29009, 20652
9189, 27290
30343, 26468
12157, 30874
1920, 5592
21402, 32523
27045, 32191
18739, 27089
28448, 21691
2851, 20365
22663, 22714
28726, 2341
13510, 22673
28211, 494
24723, 5803
27304, 5693
15764, 25209
7709, 22383
27148, 2383
17217, 4283
9626, 26436
21913, 20394
23530, 2933
31481, 10392
23649, 2447
12943, 32070
18041, 3430
20250, 4657
80, 12838
9551, 11189
17640, 13287
12219, 20399
11307, 30538
22530, 11855
27520, 22813
11266, 1006
16478, 6142
17754, 30217
32753, 27258
5585, 32069
28490, 12156
9398, 26907
8840, 12249
32720, 24417
12194, 2711
6130, 26728
14123, 3970
30195, 18152
23231, 23693
22273, 24601
22889, 11740
29642, 1114
3115, 7220
15270, 13480
14596, 24692
2128, 23781
32300, 17602
25956, 17054
27446, 22222
6666, 12817
20866, 25223
25781, 32625
1553, 28529
16719, 22589
24579, 15520
28314, 1262
19205, 2556
20803, 9494
27446, 23819
22408, 26618
888, 29807
29574, 2739
12274, 29074
21200, 29731
23400, 12705
8137, 3424
20261, 11098
19482, 31760
8674, 21775
9104, 4483
21183, 17347
21915, 815
9493, 18457
2109, 6753
6812, 15397
31203, 29315
16959, 22182
1044, 4330
10638, 23488
18551, 10194
1747, 16059
16445, 3577
495, 17903
29734, 15354
15623, 26366
20377, 3783
28095, 22290
14108, 16338
20985, 23120
24371, 26543
20596, 8862
32001, 6207
9210, 3854
11933, 28631
22360, 794
23086, 14474
11629, 32288
14869, 24001
483, 240
25233, 21817
23103, 14748
1052, 28448
19589, 24255
5539, 22212
2208, 27827
13097, 2600
26870, 8145
2131, 18975
30251, 13471
29336, 32731
22500, 4114
14469, 28044
17128, 11886
22944, 18854
30494, 29707
22748, 29177
23815, 19668
16613, 7280
15893, 9205
18986, 22492
24041, 18508
20238, 31327
5472, 11280
31834, 17276
8395, 16188
15765, 16909
8377, 32337
20892, 12938
13808, 21546
25441, 15625
23525, 18205
7672, 16161
15918, 3006
13669, 14333
28801, 21822
31735, 14467
19742, 13225
31077, 5728
18552, 23321
31016, 29626
31703, 10911
21628, 18746
9071, 30618
21868, 24312
15345, 29742
15252, 5489
21779, 31162
22274, 7178
4277, 8098
25447, 20608
9798, 2880
21544, 14173
28186, 7105
27005, 23143
18789, 11818
28622, 2382
14774, 31792
21033, 8092
32612, 19602
17171, 17870
9957, 16316
3192, 19493
25826, 19995
7261, 21330
18934, 26263
6604, 19195
29576, 15002
11727, 4489
30832, 18745
6408, 1507
15129, 3899
6989, 7716
31265, 27403
27878, 3275
12917, 19643
12661, 8203
20676, 7277
2746, 4913
8826, 11230
22472, 25198
29186, 1760
31994, 23993
29821, 25500
23381, 26446
28520, 19088
22392, 23812
1629, 5281
32276, 30521
5413, 30085
17575, 26478
3801, 26343
6846, 1025
10047, 25787
2697, 24963
2493, 12136
29203, 30783
19268, 1154
15243, 28053
32649, 10993
1194, 28526
22119, 8582
3359, 4769
24308, 2619
1540, 13490
24292, 7139
1702, 8599
25850, 31573
24734, 32165
13510, 30415
28024, 32248
30911, 29072
32511, 13227
23855, 1589
22253, 7448
16035, 2803
7303, 2753
13530, 4441
2270, 18267
20263, 18796
30872, 30573
21923, 227
27782, 10053
23270, 23241
28208, 26793
32737, 19176
6478, 30064
19707, 4299
21268, 1644
18160, 25849
29431, 24793
29463, 12794
21559, 14785
30355, 938
11985, 20742
7989, 138
10913, 27169
18197, 27664
20724, 29639
21176, 30999
1317, 2728
21548, 26918
27827, 14818
18558, 5771
10889, 13121
18883, 17875
29966, 9661
27968, 19729
29163, 12716
26219, 6449
3975, 14464
7291, 8723
11507, 19910
14698, 5606
29448, 14439
12692, 15646
13868, 17010
31919, 2495
4964, 13591
12958, 17707
15324, 11261
9344, 4130
18060, 28344
14611, 19145
8230, 22141
1456, 1924
5166, 12700
11828, 4305
21561, 15165
27629, 26035
6178, 15148
26654, 24775
32506, 9374
9358, 13280
26071, 10824
8664, 4248
14375, 16282
22501, 6927
17781, 19721
12232, 11537
29538, 22999
24753, 15318
6880, 9559
7989, 3966
26136, 24568
27061, 15099
1187, 4571
1962, 26328
6588, 20276
32302, 21010
29725, 15533
13145, 13860
7967, 21163
10824, 11752
12149, 31103
15698, 10986
11660, 4850
27803, 26844
25995, 26229
18109, 29558
27983, 3339
27, 18579
27459, 21486
26138, 882
31174, 21984
10376, 9631
4380, 27073
13721, 9242
25582, 26582
12688, 12616
2804, 20098
29454, 27173
18565, 13928
2888, 26720
5601, 2546
18536, 24189
8126, 6615
6983, 2343
1343, 16943
29598, 24776
17858, 27047
2242, 13534
13082, 14867
3528, 31408
25154, 11602
8485, 17575
24158, 7378
19601, 8514
20279, 19720
7254, 2362
27739, 27661
6899, 8215
882, 27810
13804, 26124
20931, 11750
31376, 12503
9582, 4229
12425, 12254
23588, 4721
5424, 22809
9224, 25272
14930, 6831
3691, 13922
12020, 17958
4362, 30246
132, 52
8860, 25999
22978, 4432
25121, 6931
9203, 20264
9599, 23324
12248, 21670
5783, 19845
7357, 27693
17079, 13750
28741, 2531
14455, 24738
20638, 28700
4661, 6457
5441, 2985
11215, 28342
6188, 8120
14271, 6842
1189, 8917
30982, 16203
4288, 20573
10529, 27655
27893, 29206
9426, 2511
4642, 9464
17597, 7194
17149, 11330
17865, 15775
20669, 28942
7270, 11174
23002, 12468
20693, 28740
22884, 22833
29533, 12351
20116, 10749
25139, 10653
11537, 28153
17346, 7939
7058, 26203
4295, 8189
30488, 9054
11234, 9769
4319, 21440
15882, 13779
31199, 21808
1843, 30300
24902, 29503
19272, 16916
32648, 25824
24818, 26604
27859, 12787
7247, 21526
7473, 12194
29068, 24326
22368, 5823
30809, 30861
14370, 2983
10253, 11709
6515, 9477
7360, 19721
16159, 19341
15916, 371
659, 12763
19797, 24482
10147, 2404
11957, 18765
13048, 28296
22749, 14371
12137, 22472
14579, 5700
31081, 6283
29703, 8129
24731, 9284
16433, 3504
17317, 22617
3724, 15983
13821, 5222
32039, 13065
14512, 24018
17983, 7586
15044, 22759
31218, 7858
23094, 19855
1980, 5766
26391, 26043
9368, 5814
11683, 30879
18294, 18054
15055, 3040
15872, 7627
11142, 4721
2110, 31614
11454, 3087
1225, 26800
6622, 4424
16340, 14628
17016, 809
8841, 8545
14390, 247
3568, 21604
8834, 15601
17271, 4634
17588, 20034
6725, 22533
26416, 21784
22309, 1975
11647, 9717
15058, 24274
25920, 10232
22094, 17680
31364, 9527
30460, 18884
4082, 27
8710, 27
14801, 763
2559, 31586
9830, 8015
19976, 9229
29467, 7796
2412, 12345
16402, 15217
7025, 27655
402, 22148
4390, 5866
13955, 1014
20353, 29416
2778, 14948
8223, 1033
7722, 10097
11645, 16763
20119, 26011
18309, 11687
23748, 3463
28267, 29462
1185, 15349
7232, 21938
25783, 31432
3650, 24692
31887, 17184
7343, 21425
12022, 22652
29824, 7776
22872, 18812
12793, 32010
29535, 12964
27377, 14024
19190, 12263
16964, 9192
30102, 26904
23335, 6457
13267, 11839
29671, 31118
5878, 14557
4690, 26288
26345, 7534
21689, 1419
17409, 22921
28295, 7683
32379, 27018
12009, 31720
32068, 7158
30350, 9191
27673, 5183
4251, 25569
3249, 26798
12877, 3302
7944, 29574
12401, 30448
18421, 27264
12459, 25641
24465, 26138
30057, 7814
12974, 2849
24828, 24065
25499, 6649
613, 21887
10833, 28943
12827, 25063
21931, 10776
22856, 23680
5085, 22781
8336, 5636
3405, 2648
25763, 16473
28368, 15151
11026, 2030
27281, 8878
1708, 20139
1779, 27366
25537, 27680
360, 2563
6250, 7232
19809, 16287
13521, 15752
21443, 24118
28374, 30523
25443, 22186
2950, 22170
29526, 20027
20601, 24904
24654, 31969
16779, 25478
20462, 20481
16784, 5670
23286, 9898
4738, 18647
24196, 23534
1872, 20086
17694, 1116
665, 15929
12176, 18721
21478, 29150
20723, 14212
23840, 32658
793, 13256
23915, 24854
12598, 600
8055, 27579
26267, 593
26929, 14874
24247, 31501
24698, 15296
28230, 22423
20122, 4224
27954, 18998
25167, 30614
17962, 10954
30342, 29
11508, 1832
2116, 32753
27423, 28861
19284, 7869
15501, 9716
3862, 15029
27548, 30827
23609, 28714
7354, 14796
8027, 18282
11186, 28806
15520, 24751
19137, 31502
1695, 29479
9494, 8085
8500, 7172
4060, 1073
21561, 9862
25338, 20712
24985, 12077
31340, 30162
24528, 3791
25271, 31648
25705, 26147
11394, 19546
25179, 26174
16249, 18323
10224, 13414
19673, 29625
13276, 26763
12950, 23773
26861, 27558
10601, 19549
9973, 15870
10065, 770
15750, 26429
8108, 4632
11884, 3331
27146, 24470
8579, 23639
10806, 27808
12596, 9059
25522, 431
11652, 383
22299, 3105
5028, 14911
7016, 9990
12569, 15701
17161, 16401
18736, 10802
1867, 31612
18758, 27485
24266, 29652
9039, 29372
15917, 21219
28129, 9887
23988, 30429
23622, 12362
31346, 8415
16987, 4289
18695, 14500
25291, 20826
9940, 18957
24306, 14202
18966, 3290
6399, 25677
20139, 28168
3137, 19928
27525, 16105
29700, 1638
26823, 15237
28857, 18529
1222, 1748
26998, 3757
22891, 9104
6557, 12863
3592, 25311
16827, 414
428, 1420
22155, 2272
27892, 15481
29864, 3349
695, 23506
23501, 19001
13080, 3909
17045, 32251
17833, 30860
1992, 9442
8730, 4917
21475, 168
18651, 16954
18770, 23033
12270, 28204
21191, 23986
7369, 7785
20103, 16800
13930, 11968
660, 3008
4836, 32463
9151, 30848
21873, 3975
10602, 17252
11837, 32686
6506, 11833
25338, 18146
19509, 25615
23042, 1687
27621, 12690
1666, 30342
8105, 15602
2212, 31367
27520, 28235
10346, 1259
9305, 31207
25459, 17676
18265, 16923
14668, 32099
12137, 20982
6893, 3507
6267, 26676
24693, 30109
18046, 18718
30663, 31452
23572, 25610
8182, 28694
28300, 25606
8234, 24700
2932, 4570
13086, 9084
20417, 15235
16269, 30270
14274, 21288
4688, 6945
14247, 30896
16943, 17749
10345, 10232
26652, 20439
27583, 26111
28417, 18869
11227, 26908
24885, 5474
6590, 21277
15962, 15833
19023, 21809
9500, 3830
3685, 11753
29058, 24960
18363, 31885
27226, 98
22551, 2800
17123, 27586
12407, 3313
23694, 18987
30811, 26855
13156, 7468
30317, 6652
15453, 11237
29577, 22733
9877, 11410
1044, 25392
9250, 3665
15757, 4933
21668, 4541
23654, 20470
31388, 19465
4821, 1813
14182, 17966
14960, 16443
15522, 22049
13651, 11512
29489, 28400
31783, 17115
31604, 17466
27707, 29452
14299, 17148
27349, 6778
5395, 18567
14853, 21440
32711, 2749
18682, 21054
16611, 5680
27622, 3292
31390, 15839
18848, 712
19634, 2820
3363, 15199
30954, 6529
5850, 32551
9791, 14574
19867, 22566
31970, 8665
20862, 23582
3961, 31441
30755, 5133
8066, 19247
17427, 5787
24034, 19229
2114, 28194
21081, 9232
17054, 16433
5979, 32757
1219, 17894
7352, 19558
6126, 22974
9447, 5374
29869, 14294
28772, 3753
21391, 2925
16466, 32767
31141, 5075
10915, 27815
274, 30425
17501, 24451
16237, 17373
11821, 21294
19631, 14996
5459, 13764
2305, 27949
18337, 15307
19531, 30176
32445, 26048
17384, 4451
8264, 352
30518, 18950
6051, 8048
14701, 22877
13774, 12960
24328, 15993
17062, 26790
12412, 23316
16208, 31347
13059, 21880
4695, 23738
28088, 4020
20105, 17805
20855, 987
21496, 6858
28929, 9706
31910, 15895
12287, 16708
8703, 11565
5324, 11803
13664, 770
17937, 18377
1626, 16701
26270, 12635
816, 3443
9881, 25639
27377, 14138
28078, 3520
22928, 9712
30066, 21686
14719, 4108
15527, 8281
227, 2205
16215, 4187
26224, 3979
7022, 2721
8946, 32427
25284, 20190
1536, 2831
13683, 18513
1723, 8380
19859, 16075
19004, 17930
28550, 7945
17612, 1284
6193, 27767
7799, 17662
16784, 1346
3771, 18086
24970, 21175
10010, 19432
2519, 11628
18103, 18761
5888, 7908
17051, 8573
14415, 32182
27810, 14066
27336, 19680
23693, 27765
16416, 7565
29235, 19078
27067, 16662
14070, 30121
30312, 24868
17555, 11693
1734, 26646
17600, 25724
12105, 9841
1240, 8129
30868, 32198
4484, 19811
21249, 12568
29206, 23608
32269, 11809
5979, 1064
14536, 1428
29024, 31363
2093, 29890
2923, 25380
4723, 2521
8896, 17081
18976, 6567
187, 15014
7247, 14198
17556, 31131
31443, 30100
30273, 28763
12483, 1540
19302, 17012
32442, 17124
9856, 20414
1363, 16652
16956, 15991
15361, 11456
16051, 12515
12495, 17309
10481, 5787
20662, 12814
28736, 14608
29008, 27665
2356, 4782
4978, 17264
17003, 9779
11598, 3667
12462, 8598
11748, 31577
17347, 23860
19905, 26230
31649, 18713
25971, 32580
32110, 24123
19843, 32679
30498, 2394
10716, 25483
31557, 18450
22746, 28757
13816, 23445
19445, 26672
32005, 7770
22820, 30753
4130, 18382
30963, 23939
6232, 28641
15384, 2799
1112, 22107
13997, 21498
32733, 17023
27879, 30721
18621, 15762
4047, 2
21073, 30701
6089, 14787
3377, 24086
20511, 22293
26147, 16970
16092, 4565
25230, 30184
5564, 5114
9373, 28273
32671, 16624
31703, 7988
12855, 5984
19091, 14857
31803, 17282
25174, 9412
27388, 355
11692, 19922
20540, 28290
19914, 15940
1070, 14985
14129, 19096
26938, 9068
24412, 19878
29161, 16071
6719, 26214
23039, 7729
30068, 17399
21015, 12636
25609, 25684
31369, 22978
5692, 24534
32416, 23319
1256, 19710
24507, 9123
22478, 14854
32254, 2566
23460, 9989
31775, 7693
3010, 8092
23239, 29231
4898, 28935
21671, 17684
20207, 2932
16531, 19165
7230, 32195
26031, 6254
5858, 1433
12865, 2921
16903, 1744
27150, 964
3252, 19402
2026, 28579
29378, 16299
5821, 10488
20460, 24956
24159, 25280
19448, 9482
22653, 13724
21868, 705
32705, 4252
14685, 20094
29058, 12605
23837, 22501
11822, 30845
10794, 23300
7039, 24166
17969, 29115
27505, 26997
14053, 10003
3102, 19868
2132, 5047
11364, 31329
20552, 24379
17147, 8463
7798, 12003
24127, 11234
20446, 14567
25254, 15257
3896, 28833
8980, 7570
2358, 27174
7941, 14745
3162, 11043
18230, 25085
25369, 11428
4392, 2099
27869, 20853
7756, 24565
6833, 10106
31195, 17970
7964, 3492
15668, 29618
2058, 9468
19212, 19666
7973, 4289
14736, 20664
32154, 17569
29817, 2217
13761, 14452
30198, 12347
10051, 16851
11161, 3303
22989, 18575
31610, 20945
11539, 2382
8278, 12488
21963, 18232
2184, 26212
32046, 8513
2769, 19538
24798, 26772
3206, 31713
4761, 13252
23141, 26930
1636, 19844
26799, 28789
24820, 1358
7403, 17039
29779, 19219
982, 11915
19900, 9290
17850, 21466
12084, 19119
30295, 7689
12828, 31211
20646, 6175
17733, 5025
19886, 11622
21026, 29715
22696, 20500
6444, 24316
18324, 30728
8196, 16800
11734, 24382
8538, 24688
32643, 19834
11211, 15241
16180, 15619
20587, 23766
4688, 29077
9819, 15695
12412, 20277
20982, 9108
30665, 27630
8453, 6510
20690, 25591
18614, 21635
1082, 8513
30865, 20822
13299, 16543
24334, 20520
7458, 28954
10557, 12804
18336, 14299
25692, 4836
31253, 18102
7861, 9749
32529, 1807
17136, 26170
13033, 12542
20146, 21214
7481, 14732
16261, 1572
29411, 16881
1599, 20392
26531, 12023
3125, 11065
29350, 8616
28814, 15471
30719, 11978
4861, 31601
778, 18755
31000, 16722
18291, 28485
30634, 5806
10830, 17578
18994, 21869
13195, 17893
29065, 93
1360, 9632
22699, 27312
26808, 18949
13435, 16509
28778, 1620
19216, 19539
7185, 25544
2725, 32114
31446, 11784
23387, 31934
23345, 13530
3477, 24584
32527, 366
14232, 3064
4566, 16234
6915, 8911
3473, 24360
30850, 30765
29781, 12640
13298, 8778
1359, 13378
7173, 24812
22149, 31911
29284, 22931
4999, 15456
2125, 19126
15254, 19207
23929, 32575
14329, 24234
